line_id	trigger_key	rarity	chat_text	sound_event_id	source_ogg_01	source_ogg_02	source_ogg_03	target_ogg_01	target_ogg_02	target_ogg_03
topic_horse_first_2	first_unlocked	COMMON	We're doing this the classy way now.	bot.line.topic_horse_first_2	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_horse_first_2__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_horse_first_2__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_horse_first_2__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_horse_first_2__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_horse_first_2__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_horse_first_2__03.ogg
topic_horse_ask_1	ask_about	COMMON	A horse is just faster walking with extra responsibility.	bot.line.topic_horse_ask_1	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_horse_ask_1__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_horse_ask_1__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_horse_ask_1__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_horse_ask_1__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_horse_ask_1__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_horse_ask_1__03.ogg
topic_horse_ask_2	ask_about	COMMON	If it jumps well, we keep it. That's the law.	bot.line.topic_horse_ask_2	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_horse_ask_2__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_horse_ask_2__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_horse_ask_2__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_horse_ask_2__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_horse_ask_2__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_horse_ask_2__03.ogg
topic_horse_memory	memory_callback	RARE	Remember our first horse? That was freedom.	bot.line.topic_horse_memory	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_horse_memory__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_horse_memory__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_horse_memory__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_horse_memory__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_horse_memory__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_horse_memory__03.ogg
topic_donkey_first	first_unlocked	COMMON	Cargo secured.	bot.line.topic_donkey_first	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_donkey_first__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_donkey_first__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_donkey_first__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_donkey_first__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_donkey_first__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_donkey_first__03.ogg
topic_donkey_ask_1	ask_about	COMMON	They're not fast, but they're reliable.	bot.line.topic_donkey_ask_1	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_donkey_ask_1__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_donkey_ask_1__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_donkey_ask_1__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_donkey_ask_1__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_donkey_ask_1__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_donkey_ask_1__03.ogg
topic_donkey_memory	memory_callback	RARE	That donkey carried half our life on its back.	bot.line.topic_donkey_memory	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_donkey_memory__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_donkey_memory__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_donkey_memory__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_donkey_memory__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_donkey_memory__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_donkey_memory__03.ogg
topic_camel_first_1	first_unlocked	COMMON	We're riding a camel. That's real life now.	bot.line.topic_camel_first_1	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_camel_first_1__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_camel_first_1__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_camel_first_1__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_camel_first_1__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_camel_first_1__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_camel_first_1__03.ogg
topic_camel_first_2	first_unlocked	COMMON	Two seats. Bad ideas made easier.	bot.line.topic_camel_first_2	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_camel_first_2__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_camel_first_2__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_camel_first_2__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_camel_first_2__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_camel_first_2__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_camel_first_2__03.ogg
topic_camel_ask_1	ask_about	COMMON	This is a desert taxi with attitude.	bot.line.topic_camel_ask_1	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_camel_ask_1__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_camel_ask_1__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_camel_ask_1__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_camel_ask_1__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_camel_ask_1__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_camel_ask_1__03.ogg
topic_camel_ask_2	ask_about	COMMON	If we get ambushed, we're leaving with style.	bot.line.topic_camel_ask_2	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_camel_ask_2__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_camel_ask_2__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_camel_ask_2__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_camel_ask_2__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_camel_ask_2__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_camel_ask_2__03.ogg
topic_camel_memory	memory_callback	RARE	That camel ride felt like a victory lap.	bot.line.topic_camel_memory	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_camel_memory__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_camel_memory__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_camel_memory__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_camel_memory__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_camel_memory__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_camel_memory__03.ogg
topic_strider_first_1	first_unlocked	COMMON	We are walking on lava. Normal day.	bot.line.topic_strider_first_1	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_strider_first_1__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_strider_first_1__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_strider_first_1__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_strider_first_1__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_strider_first_1__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_strider_first_1__03.ogg
topic_strider_first_2	first_unlocked	COMMON	Strider online. Nether commute unlocked.	bot.line.topic_strider_first_2	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_strider_first_2__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_strider_first_2__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_strider_first_2__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_strider_first_2__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_strider_first_2__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_strider_first_2__03.ogg
topic_strider_ask_1	ask_about	COMMON	If it stops moving, we're history.	bot.line.topic_strider_ask_1	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_strider_ask_1__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_strider_ask_1__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_strider_ask_1__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_strider_ask_1__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_strider_ask_1__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_strider_ask_1__03.ogg
topic_strider_ask_2	ask_about	COMMON	Warped fungus on a stick is the weirdest steering wheel.	bot.line.topic_strider_ask_2	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_strider_ask_2__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_strider_ask_2__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_strider_ask_2__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_strider_ask_2__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_strider_ask_2__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_strider_ask_2__03.ogg
topic_strider_memory	memory_callback	RARE	That first lava ride felt illegal.	bot.line.topic_strider_memory	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_strider_memory__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_strider_memory__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_strider_memory__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_strider_memory__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_strider_memory__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_strider_memory__03.ogg
topic_minecart_first	first_unlocked	COMMON	Nice, a minecart.	bot.line.topic_minecart_first	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_minecart_first__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_minecart_first__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_minecart_first__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_minecart_first__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_minecart_first__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_minecart_first__03.ogg
topic_minecart_ask_1	ask_about	COMMON	Nothing says progress like building rails through a mountain.	bot.line.topic_minecart_ask_1	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_minecart_ask_1__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_minecart_ask_1__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_minecart_ask_1__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_minecart_ask_1__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_minecart_ask_1__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_minecart_ask_1__03.ogg
topic_minecart_ask_2	ask_about	COMMON	If we derail, we pretend it's a feature.	bot.line.topic_minecart_ask_2	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_minecart_ask_2__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_minecart_ask_2__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_minecart_ask_2__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_minecart_ask_2__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_minecart_ask_2__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_minecart_ask_2__03.ogg
topic_minecart_memory	memory_callback	RARE	We built infrastructure. Like adults.	bot.line.topic_minecart_memory	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_minecart_memory__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_minecart_memory__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_minecart_memory__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_minecart_memory__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_minecart_memory__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_minecart_memory__03.ogg
topic_elytra_first	first_unlocked	COMMON	We can fly. This will not improve our judgment.	bot.line.topic_elytra_first	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_elytra_first__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_elytra_first__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_elytra_first__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_elytra_first__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_elytra_first__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_elytra_first__03.ogg
topic_elytra_ask_1	ask_about	COMMON	Fireworks are just controlled panic.	bot.line.topic_elytra_ask_1	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_elytra_ask_1__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_elytra_ask_1__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_elytra_ask_1__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_elytra_ask_1__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_elytra_ask_1__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_elytra_ask_1__03.ogg
topic_elytra_ask_2	ask_about	COMMON	Don't aim at trees. Trees always win.	bot.line.topic_elytra_ask_2	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_elytra_ask_2__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_elytra_ask_2__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_elytra_ask_2__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_elytra_ask_2__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_elytra_ask_2__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_elytra_ask_2__03.ogg
topic_elytra_memory	memory_callback	RARE	First flight was pure confidence.	bot.line.topic_elytra_memory	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_elytra_memory__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_elytra_memory__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/topic_elytra_memory__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_elytra_memory__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_elytra_memory__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/topic_elytra_memory__03.ogg
